"","date","region","sgtfv"
"1",2020-08-01,"East of England",0.0000460647929894948
"2",2020-08-02,"East of England",0.0000512053135957185
"3",2020-08-03,"East of England",0.0000569195805688918
"4",2020-08-04,"East of England",0.0000632716379724624
"5",2020-08-05,"East of England",0.0000703326785044836
"6",2020-08-06,"East of England",0.000078181841169523
"7",2020-08-07,"East of England",0.0000869070978730259
"8",2020-08-08,"East of England",0.0000966062388284538
"9",2020-08-09,"East of England",0.000107387967761959
"10",2020-08-10,"East of England",0.000119373119113559
"11",2020-08-11,"East of England",0.000132696010780523
"12",2020-08-12,"East of England",0.000147505947442006
"13",2020-08-13,"East of England",0.000163968891159385
"14",2020-08-14,"East of England",0.000182269317781187
"15",2020-08-15,"East of England",0.000202612279713582
"16",2020-08-16,"East of England",0.000225225697867454
"17",2020-08-17,"East of England",0.00025036290808336
"18",2020-08-18,"East of England",0.000278305490090298
"19",2020-08-19,"East of England",0.000309366410099563
"20",2020-08-20,"East of England",0.000343893511499362
"21",2020-08-21,"East of England",0.000382273391830109
"22",2020-08-22,"East of England",0.000424935708317227
"23",2020-08-23,"East of England",0.000472357958753194
"24",2020-08-24,"East of England",0.000525070789490673
"25",2020-08-25,"East of England",0.000583663887773338
"26",2020-08-26,"East of England",0.000648792521631515
"27",2020-08-27,"East of England",0.000721184797148279
"28",2020-08-28,"East of England",0.00080164971010142
"29",2020-08-29,"East of England",0.000891086076850525
"30",2020-08-30,"East of England",0.000990492437908009
"31",2020-08-31,"East of England",0.0011009780369471
"32",2020-09-01,"East of England",0.00122377498809261
"33",2020-09-02,"East of England",0.00136025175523834
"34",2020-09-03,"East of England",0.00151192807885449
"35",2020-09-04,"East of England",0.00168049149828997
"36",2020-09-05,"East of England",0.0018678156309198
"37",2020-09-06,"East of England",0.00207598038359003
"38",2020-09-07,"East of England",0.00230729428659155
"39",2020-09-08,"East of England",0.00256431915572269
"40",2020-09-09,"East of England",0.00284989730369501
"41",2020-09-10,"East of England",0.00316718153793825
"42",2020-09-11,"East of England",0.00351966819741967
"43",2020-09-12,"East of England",0.00391123349594415
"44",2020-09-13,"East of England",0.00434617345293646
"45",2020-09-14,"East of England",0.00482924770414358
"46",2020-09-15,"East of England",0.00536572749303469
"47",2020-09-16,"East of England",0.00596144814766448
"48",2020-09-17,"East of England",0.00662286634583182
"49",2020-09-18,"East of England",0.00735712246157107
"50",2020-09-19,"East of England",0.00817210826597396
"51",2020-09-20,"East of England",0.00907654022215931
"52",2020-09-21,"East of England",0.0100800385643879
"53",2020-09-22,"East of England",0.011193212280682
"54",2020-09-23,"East of England",0.0124277500219045
"55",2020-09-24,"East of England",0.0137965168322841
"56",2020-09-25,"East of England",0.0153136564301441
"57",2020-09-26,"East of England",0.0169946985554505
"58",2020-09-27,"East of England",0.0188566706341879
"59",2020-09-28,"East of England",0.0209182126790895
"60",2020-09-29,"East of England",0.0231996939418746
"61",2020-09-30,"East of England",0.0257233293435579
"62",2020-10-01,"East of England",0.0285132931265435
"63",2020-10-02,"East of England",0.0315958264861188
"64",2020-10-03,"East of England",0.0349993351428577
"65",2020-10-04,"East of England",0.0387544719083273
"66",2020-10-05,"East of England",0.0428941982771693
"67",2020-10-06,"East of England",0.0474538179602594
"68",2020-10-07,"East of England",0.0524709740789198
"69",2020-10-08,"East of England",0.0579856005069202
"70",2020-10-09,"East of England",0.0640398166324033
"71",2020-10-10,"East of England",0.0706777536965683
"72",2020-10-11,"East of England",0.0779452999581206
"73",2020-10-12,"East of England",0.0858897513708261
"74",2020-10-13,"East of England",0.0945593544162979
"75",2020-10-14,"East of England",0.104002728405272
"76",2020-10-15,"East of England",0.114268156170871
"77",2020-10-16,"East of England",0.125402734859425
"78",2020-10-17,"East of England",0.137451382700324
"79",2020-10-18,"East of England",0.15045570338764
"80",2020-10-19,"East of England",0.164452717135882
"81",2020-10-20,"East of England",0.179473476558151
"82",2020-10-21,"East of England",0.19554159606144
"83",2020-10-22,"East of England",0.212671735044028
"84",2020-10-23,"East of England",0.230868087142329
"85",2020-10-24,"East of England",0.250122939172421
"86",2020-10-25,"East of England",0.270415373068507
"87",2020-10-26,"East of England",0.291710190694833
"88",2020-10-27,"East of England",0.313957143516486
"89",2020-10-28,"East of England",0.337090545510496
"90",2020-10-29,"East of England",0.361029337478159
"91",2020-10-30,"East of England",0.385677653737858
"92",2020-10-31,"East of England",0.410925918431002
"93",2020-11-01,"East of England",0.436652469602943
"94",2020-11-02,"East of England",0.462725676898966
"95",2020-11-03,"East of England",0.489006485894849
"96",2020-11-04,"East of England",0.515351291901554
"97",2020-11-05,"East of England",0.541615021674929
"98",2020-11-06,"East of England",0.567654285505049
"99",2020-11-07,"East of England",0.593330456483588
"100",2020-11-08,"East of England",0.618512539035885
"101",2020-11-09,"East of England",0.643079704484315
"102",2020-11-10,"East of England",0.666923395736517
"103",2020-11-11,"East of England",0.689948933519067
"104",2020-11-12,"East of England",0.712076589752392
"105",2020-11-13,"East of England",0.733242126477945
"106",2020-11-14,"East of England",0.753396828355176
"107",2020-11-15,"East of England",0.772507080970123
"108",2020-11-16,"East of England",0.790553564716768
"109",2020-11-17,"East of England",0.807530144381757
"110",2020-11-18,"East of England",0.823442538117067
"111",2020-11-19,"East of England",0.838306847151053
"112",2020-11-20,"East of England",0.852148020661859
"113",2020-11-21,"East of England",0.864998320159709
"114",2020-11-22,"East of England",0.876895835896667
"115",2020-11-23,"East of England",0.887883095468273
"116",2020-11-24,"East of England",0.898005792861238
"117",2020-11-25,"East of England",0.907311655424042
"118",2020-11-26,"East of England",0.915849457012321
"119",2020-11-27,"East of England",0.923668178076559
"120",2020-11-28,"East of England",0.930816307722809
"121",2020-11-29,"East of England",0.93734127866729
"122",2020-11-30,"East of England",0.943289023323296
"123",2020-12-01,"East of England",0.948703637765622
"124",2020-12-02,"East of England",0.953627139768269
"125",2020-12-03,"East of England",0.958099307272762
"126",2020-12-04,"East of England",0.962157584311134
"127",2020-12-05,"East of England",0.965837042405373
"128",2020-12-06,"East of England",0.969170386653989
"129",2020-12-07,"East of England",0.972187996988521
"130",2020-12-08,"East of England",0.974917996358624
"131",2020-12-09,"East of England",0.977386338828985
"132",2020-12-10,"East of England",0.979616911708615
"133",2020-12-11,"East of England",0.981631646862848
"134",2020-12-12,"East of England",0.983450637271167
"135",2020-12-13,"East of England",0.98509225568902
"136",2020-12-14,"East of England",0.986573272953249
"137",2020-12-15,"East of England",0.987908974046873
"138",2020-12-16,"East of England",0.989113270519468
"139",2020-12-17,"East of England",0.990198808255079
"140",2020-12-18,"East of England",0.991177069901401
"141",2020-12-19,"East of England",0.992058471532111
"142",2020-12-20,"East of England",0.992852453318483
"143",2020-12-21,"East of England",0.993567564145416
"144",2020-12-22,"East of England",0.994211540228449
"145",2020-12-23,"East of England",0.994791377878988
"146",2020-12-24,"East of England",0.995313400630586
"147",2020-12-25,"East of England",0.995783320984564
"148",2020-12-26,"East of England",0.996206297062771
"149",2020-12-27,"East of England",0.996586984472142
"150",2020-12-28,"East of England",0.996929583692893
"151",2020-12-29,"East of England",0.997237883301928
"152",2020-12-30,"East of England",0.997515299337266
"153",2020-12-31,"East of England",0.997764911099434
"154",2021-01-01,"East of England",0.997989493673198
"155",2021-01-02,"East of England",0.998191547438485
"156",2021-01-03,"East of England",0.998373324823749
"157",2021-01-04,"East of England",0.998536854538893
"158",2020-08-01,"London",0.0000337359406327474
"159",2020-08-02,"London",0.0000375017018437943
"160",2020-08-03,"London",0.0000416878895933901
"161",2020-08-04,"London",0.0000463414483261609
"162",2020-08-05,"London",0.0000515145644182507
"163",2020-08-06,"London",0.0000572652513975151
"164",2020-08-07,"London",0.0000636580004577251
"165",2020-08-08,"London",0.00007076450354025
"166",2020-08-09,"London",0.0000786644570640069
"167",2020-08-10,"London",0.0000874464552806899
"168",2020-08-11,"London",0.0000972089832270341
"169",2020-08-12,"London",0.000108061520349749
"170",2020-08-13,"London",0.00012012576710349
"171",2020-08-14,"London",0.000133537008180733
"172",2020-08-15,"London",0.000148445627538857
"173",2020-08-16,"London",0.000165018792059825
"174",2020-08-17,"London",0.000183442322528586
"175",2020-08-18,"London",0.000203922772666696
"176",2020-08-19,"London",0.000226689739228058
"177",2020-08-20,"London",0.000251998428676689
"178",2020-08-21,"London",0.00028013250874648
"179",2020-08-22,"London",0.000311407276256593
"180",2020-08-23,"London",0.000346173175952201
"181",2020-08-24,"London",0.000384819708889919
"182",2020-08-25,"London",0.000427779773023653
"183",2020-08-26,"London",0.000475534483205637
"184",2020-08-27,"London",0.000528618522836785
"185",2020-08-28,"London",0.000587626084920364
"186",2020-08-29,"London",0.000653217466334892
"187",2020-08-30,"London",0.000726126385789463
"188",2020-08-31,"London",0.00080716810320113
"189",2020-09-01,"London",0.000897248426183516
"190",2020-09-02,"London",0.000997373698001059
"191",2020-09-03,"London",0.00110866187076434
"192",2020-09-04,"London",0.00123235477785393
"193",2020-09-05,"London",0.00136983173059126
"194",2020-09-06,"London",0.00152262457604284
"195",2020-09-07,"London",0.00169243436555093
"196",2020-09-08,"London",0.00188114979711301
"197",2020-09-09,"London",0.00209086760903906
"198",2020-09-10,"London",0.00232391511732192
"199",2020-09-11,"London",0.0025828751047357
"200",2020-09-12,"London",0.00287061328565003
"201",2020-09-13,"London",0.00319030858665561
"202",2020-09-14,"London",0.00354548649899206
"203",2020-09-15,"London",0.00394005577398706
"204",2020-09-16,"London",0.00437834874664905
"205",2020-09-17,"London",0.00486516558442033
"206",2020-09-18,"London",0.0054058227668929
"207",2020-09-19,"London",0.00600620610675529
"208",2020-09-20,"London",0.00667282862079587
"209",2020-09-21,"London",0.00741289355048378
"210",2020-09-22,"London",0.00823436281207864
"211",2020-09-23,"London",0.00914603112345704
"212",2020-09-24,"London",0.0101576060053493
"213",2020-09-25,"London",0.0112797937842142
"214",2020-09-26,"London",0.0125243916275157
"215",2020-09-27,"London",0.0139043855138014
"216",2020-09-28,"London",0.0154340538728687
"217",2020-09-29,"London",0.0171290764176165
"218",2020-09-30,"London",0.0190066474201034
"219",2020-10-01,"London",0.0210855923501646
"220",2020-10-02,"London",0.02338648638525
"221",2020-10-03,"London",0.0259317728041398
"222",2020-10-04,"London",0.0287458786842188
"223",2020-10-05,"London",0.0318553246223558
"224",2020-10-06,"London",0.0352888243855704
"225",2020-10-07,"London",0.0390773694656532
"226",2020-10-08,"London",0.0432542924636009
"227",2020-10-09,"London",0.0478553020753607
"228",2020-10-10,"London",0.0529184812118959
"229",2020-10-11,"London",0.0584842385014295
"230",2020-10-12,"London",0.0645952021473197
"231",2020-10-13,"London",0.0712960439333111
"232",2020-10-14,"London",0.0786332201898888
"233",2020-10-15,"London",0.0866546159047098
"234",2020-10-16,"London",0.0954090780545528
"235",2020-10-17,"London",0.104945824866702
"236",2020-10-18,"London",0.115313719321595
"237",2020-10-19,"London",0.126560398036979
"238",2020-10-20,"London",0.138731250970082
"239",2020-10-21,"London",0.151868253342736
"240",2020-10-22,"London",0.166008658958881
"241",2020-10-23,"London",0.181183573637367
"242",2020-10-24,"London",0.19741643863216
"243",2020-10-25,"London",0.214721466223671
"244",2020-10-26,"London",0.233102082424585
"245",2020-10-27,"London",0.252549443940487
"246",2020-10-28,"London",0.273041106877299
"247",2020-10-29,"London",0.294539931718675
"248",2020-10-30,"London",0.316993311278685
"249",2020-10-31,"London",0.340332804284736
"250",2020-11-01,"London",0.364474245963748
"251",2020-11-02,"London",0.389318388123952
"252",2020-11-03,"London",0.414752095219913
"253",2020-11-04,"London",0.440650091192643
"254",2020-11-05,"London",0.466877216861534
"255",2020-11-06,"London",0.493291122431332
"256",2020-11-07,"London",0.519745287786734
"257",2020-11-08,"London",0.546092238131436
